Name,iso_code,genus,family
Shina,scl,Indic,Indo-European
Tabla,tnm,Sentani,Sentani
Ura,uur,Oceanic,Austronesian
Wakhi,wbl,Iranian,Indo-European
Yokuts (Yaudanchi),yok,Yokuts,Penutian
Aari,aiw,South Omotic,Afro-Asiatic
Agarabi,agd,Eastern Highlands,Trans-New Guinea
Anguthimri,lnj,Northern Pama-Nyungan,Pama-Nyungan
Badimaya,bia,Western Pama-Nyungan,Pama-Nyungan
Bimoba,bim,Northern-Central Gur,Niger-Congo
Bongo,bot,Bongo-Bagirmi,Central Sudanic
Buma,tkw,Oceanic,Austronesian
Buru,mhs,Central Malayo-Polynesian,Austronesian
Chai,suq,Surmic,Eastern Sudanic
Dargwa,dar,Lak-Dargwa,Nakh-Daghestanian
Eudeve,opt,Opata-Eudeve,Uto-Aztecan
Frisian,frs,Germanic,Indo-European
Golin,gvf,Chimbu,Trans-New Guinea
Gula (in Central African Republic),glu,Bongo-Bagirmi,Central Sudanic
Jaminjung,djd,Jaminjungan,Mirndi
Kadugli,xtc,Kadugli,Kadu
Kaulong,pss,Oceanic,Austronesian
Kimaghama,kig,Kolopom,Kolopom
Koegu,xwg,Surmic,Eastern Sudanic
Kokota,kkk,Oceanic,Austronesian
Kyaka,kyc,Engan,Trans-New Guinea
Laragia,lrg,Laragia,Darwin Region
Lisu,lis,Burmese-Lolo,Sino-Tibetan
Maleu,mgl,Oceanic,Austronesian
Maru,mhx,Burmese-Lolo,Sino-Tibetan
Mono (in United States),mnr,Numic,Uto-Aztecan
Mwotlap,mlv,Oceanic,Austronesian
Ngoni,ngo,Bantoid,Niger-Congo
Nhanda,NA,Western Pama-Nyungan,Pama-Nyungan
Pattani,lae,Bodic,Sino-Tibetan
Poko-Rawo,rwa,Serra Hills,Skou
Purki,prx,Bodic,Sino-Tibetan
Ritharngu,rit,Western Pama-Nyungan,Pama-Nyungan
Romani (Welsh),rmw,Indic,Indo-European
Rumu,klq,Turama-Kikorian,Turama-Kikorian
Runga,rou,Maban,Maban
Sardinian,sro,Romance,Indo-European
Seediq,trv,Atayalic,Austronesian
Sora,srb,Munda,Austro-Asiatic
Tobelo,tlb,North Halmaheran,West Papuan
Akha,ahk,Burmese-Lolo,Sino-Tibetan
Anggor,agg,Senagi,Senagi
Arabic (Iraqi),acm,Semitic,Afro-Asiatic
Assamese,asm,Indic,Indo-European
Cakchiquel,cak,Mayan,Mayan
Chatino (Yaitepec),ctp,Zapotecan,Oto-Manguean
Gondi,ggo,South-Central Dravidian,Dravidian
Gondi,gno,South-Central Dravidian,Dravidian
Hualapai,yuf,Yuman,Hokan
Hunde,hke,Bantoid,Niger-Congo
Hup,jup,Nadahup,Nadahup
Katla,kcr,Katla-Tima,Kordofanian
Kwangali,kwn,Bantoid,Niger-Congo
Lendu,led,Lendu,Central Sudanic
Leti,lti,Central Malayo-Polynesian,Austronesian
Mae,mme,Oceanic,Austronesian
Motuna,siw,East Bougainville,East Bougainville
Muruwari,zmu,Southeastern Pama-Nyungan,Pama-Nyungan
Naga (Mao),nbi,Kuki-Chin,Sino-Tibetan
Nahuatl (Michoacán),ncl,Aztecan,Uto-Aztecan
Nar-Phu,npa,Bodic,Sino-Tibetan
Iranxe,irn,Iranxe,Iranxe
Yucuna,ycn,Inland Northern Arawakan,Arawakan
Tibetan (Modern Literary),bod,Bodic,Sino-Tibetan
Tsou,tsu,Tsou,Austronesian
Warndarang,wnd,Warndarang,Mangarrayi-Maran
Yucatec,yua,Mayan,Mayan
Zayse,zay,North Omotic,Afro-Asiatic
Apatani,apt,Tani,Sino-Tibetan
Belorussian,bel,Slavic,Indo-European
Bilua,blb,Bilua,Solomons East Papuan
Biri,bzr,Northern Pama-Nyungan,Pama-Nyungan
Chang,nbc,Northern Naga,Sino-Tibetan
Chin (Mara),mrh,Kuki-Chin,Sino-Tibetan
Chin (Siyin),csy,Kuki-Chin,Sino-Tibetan
Dla (Proper),kbv,Senagi,Senagi
Great Andamanese,apq,Great Andamanese,Great Andamanese
Guarijío,var,Tarahumaran,Uto-Aztecan
Jukun,jbu,Platoid,Niger-Congo
Kabyle,kab,Berber,Afro-Asiatic
Kalispel,fla,Interior Salish,Salishan
Karó (Arára),arr,Ramarama,Tupian
Kinyarwanda,kin,Bantoid,Niger-Congo
Majang,mpe,Surmic,Eastern Sudanic
Malgwa,mfi,Biu-Mandara,Afro-Asiatic
Mano,mev,Eastern Mande,Mande
Me'en,mym,Surmic,Eastern Sudanic
Mono-Alu,mte,Oceanic,Austronesian
Nahuatl (Huasteca),nhe,Aztecan,Uto-Aztecan
Nahuatl (Huasteca),nhw,Aztecan,Uto-Aztecan
Nevome,ood,Tepiman,Uto-Aztecan
Ngaanyatjarra,ntj,Western Pama-Nyungan,Pama-Nyungan
Nkonya,nko,Kwa,Niger-Congo
Nyamwezi,nym,Bantoid,Niger-Congo
Ocuilteco,ocu,Matlatzincan,Oto-Manguean
Sandawe,sad,Sandawe,Sandawe
Sare,dju,Sepik Hill,Sepik
Sikkimese,sip,Bodic,Sino-Tibetan
Telefol,tlf,Ok,Trans-New Guinea
Tuareg (Ahaggar),thv,Berber,Afro-Asiatic
Uldeme,udl,Biu-Mandara,Afro-Asiatic
Uyghur,uig,Turkic,Altaic
Walman,van,Wapei-Palei,Torricelli
Yingkarta,yia,Western Pama-Nyungan,Pama-Nyungan
Zoque (Chimalapa),zoh,Mixe-Zoque,Mixe-Zoque
Alabama,akz,Muskogean,Muskogean
Aleut,ale,Aleut,Eskimo-Aleut
Ambai,amk,South Halmahera - West New Guinea,Austronesian
Bhojpuri,bho,Indic,Indo-European
Camsá,kbh,Camsá,Camsá
Chinook (Lower),chh,Chinookan,Penutian
Duka,dud,Kainji,Niger-Congo
Gokana,gkn,Cross River,Niger-Congo
Guajajara,gub,Tupi-Guaraní,Tupian
Halia,hla,Oceanic,Austronesian
Hamer,amf,South Omotic,Afro-Asiatic
Huichol,hch,Corachol,Uto-Aztecan
Karen (Bwe),bwe,Karen,Sino-Tibetan
Kokborok,trp,Bodo-Garo,Sino-Tibetan
Kresh,krs,Kresh,Central Sudanic
Kuvi,kxv,South-Central Dravidian,Dravidian
Longgu,lgu,Oceanic,Austronesian
Mising,mrg,Tani,Sino-Tibetan
Mutsun,css,Costanoan,Penutian
Namia,nnm,Yellow River,Sepik
Sema,nsm,Kuki-Chin,Sino-Tibetan
Achagua,aca,Inland Northern Arawakan,Arawakan
Kemant,ahg,Central Cushitic,Afro-Asiatic
Teop,tio,Oceanic,Austronesian
Xhosa,xho,Bantoid,Niger-Congo
Yay,pcc,Kam-Tai,Tai-Kadai
Zapotec (Mitla),zaw,Zapotecan,Oto-Manguean
Adioukrou,adj,Kwa,Niger-Congo
Angami,njm,Kuki-Chin,Sino-Tibetan
Angami,nri,Kuki-Chin,Sino-Tibetan
Atakapa,aqp,Atakapa,Atakapa
Baka (in Cameroon),bkc,Ubangi,Niger-Congo
Berber (Rif),rif,Berber,Afro-Asiatic
Brao,brb,Bahnaric,Austro-Asiatic
Chantyal,chx,Bodic,Sino-Tibetan
Fore,for,Eastern Highlands,Trans-New Guinea
Gurung,ggn,Bodic,Sino-Tibetan
Gurung,gvr,Bodic,Sino-Tibetan
Hakka,hak,Chinese,Sino-Tibetan
Izi,izz,Igboid,Niger-Congo
Korowai,khe,Awju-Dumut,Trans-New Guinea
Lamang,hia,Biu-Mandara,Afro-Asiatic
Lillooet,lil,Interior Salish,Salishan
Macedonian,mkd,Slavic,Indo-European
Margany,zmc,Northern Pama-Nyungan,Pama-Nyungan
Mikir,mjw,Kuki-Chin,Sino-Tibetan
Mixtec (Ocotepec),mie,Mixtecan,Oto-Manguean
Muinane,bmr,Boran,Huitotoan
Nabak,naf,Finisterre-Huon,Trans-New Guinea
Nanai,gld,Tungusic,Altaic
Pima Bajo,pia,Tepiman,Uto-Aztecan
Tama,tma,Taman,Eastern Sudanic
Tarahumara (Central),tar,Tarahumaran,Uto-Aztecan
Temein,teq,Temein,Eastern Sudanic
Tepehua (Tlachichilco),tpt,Totonacan,Totonacan
Tiriyo,tri,Cariban,Cariban
Tsafiki,cof,Barbacoan,Barbacoan
Tunen,tvu,Bantoid,Niger-Congo
Tzotzil,tzo,Mayan,Mayan
Watjarri,wbv,Western Pama-Nyungan,Pama-Nyungan
Wayampi,oym,Tupi-Guaraní,Tupian
Wolaytta,wal,North Omotic,Afro-Asiatic
Yanyuwa,jao,Western Pama-Nyungan,Pama-Nyungan
Alune,alp,Central Malayo-Polynesian,Austronesian
Anêm,anz,Anêm,Anêm
Arabana,ard,Central Pama-Nyungan,Pama-Nyungan
Bandjalang,bdy,Southeastern Pama-Nyungan,Pama-Nyungan
Cèmuhî,cam,Oceanic,Austronesian
Chaha,sgw,Semitic,Afro-Asiatic
Dagaare,dga,Northern-Central Gur,Niger-Congo
Efik,efi,Cross River,Niger-Congo
Gã,gaa,Kwa,Niger-Congo
Gumuz,guk,Gumuz,Gumuz
Karakalpak,kaa,Turkic,Altaic
Kipea,kzw,Kariri,Kariri
Lalo,ywt,Burmese-Lolo,Sino-Tibetan
Lamani,lmn,Indic,Indo-European
Lunda,lun,Bantoid,Niger-Congo
Moghol,mhj,Mongolic,Altaic
Mor,mhz,South Halmahera - West New Guinea,Austronesian
Naga (Tangkhul),nmf,Kuki-Chin,Sino-Tibetan
Ndjébbana,djj,Ndjébbana,Mangrida
Nyulnyul,nyv,Nyulnyulan,Nyulnyulan
Ogbronuagum,ogu,Cross River,Niger-Congo
Tennet,tex,Surmic,Eastern Sudanic
Teso,teo,Nilotic,Eastern Sudanic
Woisika,woi,Greater Alor,Timor-Alor-Pantar
Wolof,wol,Wolof,Niger-Congo
Ignaciano,ign,Bolivia-Parana,Arawakan
Chinantec (Palantla),cpa,Chinantecan,Oto-Manguean
Fulniô,fun,Yatê,Yatê
Iquito,iqu,Zaparoan,Zaparoan
Itonama,ito,Itonama,Itonama
Javanese,jav,Javanese,Austronesian
Khalaj,klj,Turkic,Altaic
Kikuyu,kik,Bantoid,Niger-Congo
Koiari,kbk,Koiarian,Trans-New Guinea
Maisin,mbq,Oceanic,Austronesian
Mandan,mhq,Core Siouan,Siouan
Maninka (Western),mlq,Western Mande,Mande
Mazatec (Chiquihuitlán),maq,Popolocan,Oto-Manguean
Mba,mfc,Ubangi,Niger-Congo
Moru,mgd,Moru-Ma'di,Central Sudanic
Musgu,mug,Biu-Mandara,Afro-Asiatic
Nancowry,ncb,Nicobarese,Austro-Asiatic
Nuer,nus,Nilotic,Eastern Sudanic
Paakantyi,drl,Central Pama-Nyungan,Pama-Nyungan
Panyjima,pnw,Western Pama-Nyungan,Pama-Nyungan
Puluwat,puw,Oceanic,Austronesian
Shilluk,shk,Nilotic,Eastern Sudanic
Sinaugoro,snc,Oceanic,Austronesian
Tepehuan (Southeastern),stp,Tepiman,Uto-Aztecan
Tuscarora,tus,Northern Iroquoian,Iroquoian
Yawelmani,yok,Yokuts,Penutian
Ambulas,abt,Ndu,Sepik
Amo,amo,Kainji,Niger-Congo
Bilin,byn,Central Cushitic,Afro-Asiatic
Burarra,bvr,Burarran,Mangrida
Chontal Maya,chf,Mayan,Mayan
Cocama,cod,Tupi-Guaraní,Tupian
Didinga,did,Surmic,Eastern Sudanic
Digaro,mhu,Digaroan,Sino-Tibetan
Fasu,faa,Fasu,Trans-New Guinea
Gimira,bcq,North Omotic,Afro-Asiatic
Gujarati,guj,Indic,Indo-European
Jur Mödö,bex,Bongo-Bagirmi,Central Sudanic
Kairiru,kxa,Oceanic,Austronesian
Kugu Nganhcara,uwa,Northern Pama-Nyungan,Pama-Nyungan
Manggarai,mqy,Central Malayo-Polynesian,Austronesian
Mara,mec,Mara,Mangarrayi-Maran
Mauka,mxx,Western Mande,Mande
Motu,meu,Oceanic,Austronesian
Ngankikurungkurr,nam,Ngankikurungkurr,Southern Daly
Nyimang,nyi,Nyimang,Eastern Sudanic
Paulohi,plh,Central Malayo-Polynesian,Austronesian
Pomo (Eastern),peb,Pomoan,Hokan
Sarcee,srs,Athapaskan,Na-Dene
Siona,snn,Tucanoan,Tucanoan
Tulu,tcy,Southern Dravidian,Dravidian
Anywa,anu,Nilotic,Eastern Sudanic
Arosi,aia,Oceanic,Austronesian
Bajau (Sama),bdl,Sama-Bajaw,Austronesian
Biloxi,bll,Core Siouan,Siouan
Chichewa,nya,Bantoid,Niger-Congo
Chumash (Barbareño),boi,Chumash,Chumash
Gadsup,gaj,Eastern Highlands,Trans-New Guinea
Godoberi,gdo,Avar-Andic-Tsezic,Nakh-Daghestanian
Ingessana,tbi,Eastern Jebel,Eastern Sudanic
Korana,kqz,Khoe-Kwadi,Khoe-Kwadi
Kpelle,xpe,Western Mande,Mande
Mbum,mdd,Mbumic,Niger-Congo
Mehri,gdq,Semitic,Afro-Asiatic
Ngambay,sba,Bongo-Bagirmi,Central Sudanic
Athpare,aph,Mahakiranti,Sino-Tibetan
Fulfulde (Adamawa),fub,Peul-Serer,Niger-Congo
Tuvaluan,tvl,Oceanic,Austronesian
Ubykh,uby,Northwest Caucasian,Northwest Caucasian
Urdu,urd,Indic,Indo-European
Waray (in Australia),wrz,Warayic,Gunwinyguan
Warrgamay,wgy,Northern Pama-Nyungan,Pama-Nyungan
Wik Munkan,wim,Northern Pama-Nyungan,Pama-Nyungan
Yindjibarndi,yij,Western Pama-Nyungan,Pama-Nyungan
Berber (Figuig),NA,Berber,Afro-Asiatic
Karimojong,kdj,Nilotic,Eastern Sudanic
Mooré,mos,Northern-Central Gur,Niger-Congo
Mordvin (Erzya),myv,Mordvin,Uralic
Nupe,nup,Nupoid,Niger-Congo
Pawaian,pwa,Pawaian,Teberan-Pawaian
Pech,pay,Paya,Chibchan
Saliba (in Papua New Guinea),sbe,Oceanic,Austronesian
Slovene,slv,Slavic,Indo-European
Tajik,tgk,Iranian,Indo-European
Temiar,tea,Aslian,Austro-Asiatic
Tiwa (Northern),twf,Kiowa-Tanoan,Kiowa-Tanoan
Totonac (Misantla),tlc,Totonacan,Totonacan
Wembawemba,NA,Southeastern Pama-Nyungan,Pama-Nyungan
Wikchamni,yok,Yokuts,Penutian
Buduma,bdm,Biu-Mandara,Afro-Asiatic
Cornish,cor,Celtic,Indo-European
Engenni,enn,Edoid,Niger-Congo
Ese Ejja,ese,Tacanan,Tacanan
Huitoto (Minica),hto,Huitoto,Huitotoan
Komo,xom,Koman,Koman
Korku,kfq,Munda,Austro-Asiatic
Kunimaipa,kup,Goilalan,Trans-New Guinea
Lampung,ljp,Lampungic,Austronesian
Lelemi,lef,Kwa,Niger-Congo
Lingala,lin,Bantoid,Niger-Congo
Ndonga,ndo,Bantoid,Niger-Congo
Neo-Aramaic (Arbel Jewish),aij,Semitic,Afro-Asiatic
Nisgha,ncg,Tsimshianic,Penutian
Päri,lkr,Nilotic,Eastern Sudanic
Rawang,raw,Nungish,Sino-Tibetan
Rutul,rut,Lezgic,Nakh-Daghestanian
Yareba,yrb,Yareban,Yareban
Yessan-Mayo,yss,Tama Sepik,Sepik
Yupik (Siberian),ess,Eskimo,Eskimo-Aleut
Yuwaalaraay,kld,Southeastern Pama-Nyungan,Pama-Nyungan
Zapotec (Isthmus),zai,Zapotecan,Oto-Manguean
Armenian (Western),hye,Armenian,Indo-European
Barai,bbb,Koiarian,Trans-New Guinea
Barai,nvm,Koiarian,Trans-New Guinea
Chin (Tiddim),ctd,Kuki-Chin,Sino-Tibetan
Cora,crn,Corachol,Uto-Aztecan
Djaru,ddj,Western Pama-Nyungan,Pama-Nyungan
Jabêm,jae,Oceanic,Austronesian
Kamaiurá,kay,Tupi-Guaraní,Tupian
Kuot,kto,Kuot,Kuot
Luganda,lug,Bantoid,Niger-Congo
Nakanai,nak,Oceanic,Austronesian
Siroi,ssd,Madang,Trans-New Guinea
Sulka,sua,Sulka,Sulka
Totonac (Xicotepec de Juárez),too,Totonacan,Totonacan
Trique (Copala),trc,Mixtecan,Oto-Manguean
!Xóõ,nmn,Tu,Tu
Yulu,yul,Bongo-Bagirmi,Central Sudanic
Anejom,aty,Oceanic,Austronesian
Arabic (Syrian),apc,Semitic,Afro-Asiatic
Garífuna,cab,Caribbean Arawakan,Arawakan
Tariana,tae,Inland Northern Arawakan,Arawakan
Palikur,plu,Eastern Arawakan,Arawakan
Nyishi,njz,Tani,Sino-Tibetan
Gumawana,gvs,Oceanic,Austronesian
Kaingang,kgp,Ge-Kaingang,Macro-Ge
Kalmyk,xal,Mongolic,Altaic
Karachay-Balkar,krc,Turkic,Altaic
Ma'di,mhi,Moru-Ma'di,Central Sudanic
Manam,mva,Oceanic,Austronesian
Ndut,ndv,Cangin,Niger-Congo
Nganasan,nio,Samoyedic,Uralic
Obolo,ann,Cross River,Niger-Congo
Udmurt,udm,Permic,Uralic
Wambon,wms,Awju-Dumut,Trans-New Guinea
Woleaian,woe,Oceanic,Austronesian
Yukaghir (Tundra),ykg,Yukaghir,Yukaghir
Amahuaca,amc,Panoan,Panoan
Bai,bca,Bai,Sino-Tibetan
Byansi,bee,Bodic,Sino-Tibetan
Cayapa,cbi,Barbacoan,Barbacoan
Chipewyan,chp,Athapaskan,Na-Dene
Djingili,jig,Djingili,Mirndi
Kolami,kfb,Central Dravidian,Dravidian
Kolami,nit,Central Dravidian,Dravidian
Koryak,kpy,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan
Mixtec (Peñoles),mil,Mixtecan,Oto-Manguean
Mohawk,moh,Northern Iroquoian,Iroquoian
Mosetén,cas,Mosetenan,Mosetenan
Nuaulu,nni,Central Malayo-Polynesian,Austronesian
Nuaulu,nxl,Central Malayo-Polynesian,Austronesian
Ute,ute,Numic,Uto-Aztecan
Achumawi,acv,Palaihnihan,Hokan
Angas,anc,West Chadic,Afro-Asiatic
Apinayé,apn,Ge-Kaingang,Macro-Ge
Bodo,brx,Bodo-Garo,Sino-Tibetan
Chinantec (Quiotepec),chq,Chinantecan,Oto-Manguean
Dan,dnj,Eastern Mande,Mande
Dizi,mdx,Dizoid,Afro-Asiatic
Gude,gde,Biu-Mandara,Afro-Asiatic
Irarutu,irh,South Halmahera - West New Guinea,Austronesian
Koya,kff,South-Central Dravidian,Dravidian
Menomini,mez,Algonquian,Algic
Mien,ium,Hmong-Mien,Hmong-Mien
Pitta Pitta,pit,Central Pama-Nyungan,Pama-Nyungan
Remo,bfw,Munda,Austro-Asiatic
Rotuman,rtm,Oceanic,Austronesian
Selepet,spl,Finisterre-Huon,Trans-New Guinea
Shiriana,shb,Yanomam,Yanomam
Tol,jic,Tol,Tol
Tubu,dzg,Western Saharan,Saharan
Tubu,tuq,Western Saharan,Saharan
Tucano,tuo,Tucanoan,Tucanoan
//Ani,hnh,Khoe-Kwadi,Khoe-Kwadi
Blackfoot,bla,Algonquian,Algic
Cocopa,coc,Yuman,Hokan
Futuna-Aniwa,fut,Oceanic,Austronesian
Huitoto (Murui),huu,Huitoto,Huitotoan
Jivaro,jiv,Jivaroan,Jivaroan
Kambera,xbr,Central Malayo-Polynesian,Austronesian
Komi-Zyrian,kpv,Permic,Uralic
Lao,lao,Kam-Tai,Tai-Kadai
Linda,liy,Ubangi,Niger-Congo
Maithili,mai,Indic,Indo-European
Masalit,mls,Maban,Maban
Nahuatl (North Puebla),ncj,Aztecan,Uto-Aztecan
Salt-Yui,sll,Chimbu,Trans-New Guinea
Seri,sei,Seri,Hokan
Shona,sna,Bantoid,Niger-Congo
Sre,kpm,Bahnaric,Austro-Asiatic
Tongan,ton,Oceanic,Austronesian
Vai,vai,Western Mande,Mande
Warlpiri,wbp,Western Pama-Nyungan,Pama-Nyungan
Gumbaynggir,kgs,Southeastern Pama-Nyungan,Pama-Nyungan
Kawaiisu,xaw,Numic,Uto-Aztecan
Kirghiz,kir,Turkic,Altaic
Gwari,gbr,Nupoid,Niger-Congo
Ngäbere,gym,Guaymiic,Chibchan
Niuean,niu,Oceanic,Austronesian
Noon,snf,Cangin,Niger-Congo
Paiute (Northern),pao,Numic,Uto-Aztecan
Salinan,sln,Salinan,Salinan
Alyawarra,aly,Central Pama-Nyungan,Pama-Nyungan
Chácobo,cao,Panoan,Panoan
Kana,ogo,Cross River,Niger-Congo
Kwoma,kmo,Nukuma,Sepik
Manchu,mnc,Tungusic,Altaic
Noni,nhu,Bantoid,Niger-Congo
Pero,pip,West Chadic,Afro-Asiatic
Tawala,tbo,Oceanic,Austronesian
Bella Coola,blc,Bella Coola,Salishan
Berta,wti,Berta,Berta
Chatino (Sierra Occidental),ctp,Zapotecan,Oto-Manguean
Chemehuevi,ute,Numic,Uto-Aztecan
Ewondo,ewo,Bantoid,Niger-Congo
Karen (Sgaw),ksw,Karen,Sino-Tibetan
Kwakw'ala,kwk,Northern Wakashan,Wakashan
Maltese,mlt,Semitic,Afro-Asiatic
Mizo,lus,Kuki-Chin,Sino-Tibetan
Wahgi,wgi,Chimbu,Trans-New Guinea
Wahgi,whg,Chimbu,Trans-New Guinea
Atayal,tay,Atayalic,Austronesian
Azerbaijani,azb,Turkic,Altaic
Azerbaijani,azj,Turkic,Altaic
Bari,bfa,Nilotic,Eastern Sudanic
Bengali,ben,Indic,Indo-European
Buriat,bxm,Mongolic,Altaic
Chechen,che,Nakh,Nakh-Daghestanian
Erromangan,erg,Oceanic,Austronesian
Hua,ygr,Eastern Highlands,Trans-New Guinea
Jebero,jeb,Cahuapanan,Cahuapanan
Jingpho,kac,Jingpho,Sino-Tibetan
Mari (Meadow),mhr,Mari,Uralic
Mbay,myb,Bongo-Bagirmi,Central Sudanic
Murrinh-Patha,mwf,Murrinh-Patha,Southern Daly
Saami (Northern),sme,Saami,Uralic
Ukrainian,ukr,Slavic,Indo-European
Washo,was,Washo,Washo
Yukulta,gcd,Tangkic,Tangkic
Kuku-Yalanji,gvn,Northern Pama-Nyungan,Pama-Nyungan
Sahu,saj,North Halmaheran,West Papuan
Selkup,sel,Samoyedic,Uralic
Tsova-Tush,bbl,Nakh,Nakh-Daghestanian
Waskia,wsk,Madang,Trans-New Guinea
Alawa,alh,Alawa,Mangarrayi-Maran
Ao,njo,Kuki-Chin,Sino-Tibetan
Apalaí,apy,Cariban,Cariban
Bininj Gun-Wok,gup,Gunwinygic,Gunwinyguan
Fyem,pym,Platoid,Niger-Congo
Garrwa,wrk,Garrwan,Garrwan
Kalkatungu,ktg,Northern Pama-Nyungan,Pama-Nyungan
Lai,cnh,Kuki-Chin,Sino-Tibetan
Moro,mor,Heiban,Kordofanian
Nara (in Ethiopia),nrb,Nara,Eastern Sudanic
Tatar,tat,Turkic,Altaic
Tepehuan (Northern),ntp,Tepiman,Uto-Aztecan
Tibetan (Standard Spoken),bod,Bodic,Sino-Tibetan
Udihe,ude,Tungusic,Altaic
Zande,zne,Ubangi,Niger-Congo
Choctaw,cho,Muskogean,Muskogean
Coptic,cop,Egyptian-Coptic,Afro-Asiatic
Dagbani,dag,Northern-Central Gur,Niger-Congo
Dumo,vam,Western Skou,Skou
Baham,bdw,West Bomberai,West Bomberai
Warekena,gae,Alto-Orinoco,Arawakan
Baré,bae,Inland Northern Arawakan,Arawakan
Tlapanec,tcf,Subtiaba-Tlapanec,Oto-Manguean
Lusi,khl,Oceanic,Austronesian
Sinhala,sin,Indic,Indo-European
Tashlhiyt,shi,Berber,Afro-Asiatic
Teribe,tfr,Talamanca,Chibchan
Tiipay (Jamul),dih,Yuman,Hokan
Tolai,ksd,Oceanic,Austronesian
Yelî Dnye,yle,Yele,Yele
Arabic (Moroccan),ary,Semitic,Afro-Asiatic
Birom,bom,Platoid,Niger-Congo
Dinka,dip,Nilotic,Eastern Sudanic
Even,eve,Tungusic,Altaic
Mangghuer,mjg,Mongolic,Altaic
Seneca,see,Northern Iroquoian,Iroquoian
Sirionó,srq,Tupi-Guaraní,Tupian
Tahitian,tah,Oceanic,Austronesian
Takelma,tkm,Takelma,Takelma
Uradhi,urf,Northern Pama-Nyungan,Pama-Nyungan
Cherokee,chr,Southern Iroquoian,Iroquoian
Czech,ces,Slavic,Indo-European
Danish,dan,Germanic,Indo-European
Hupa,hup,Athapaskan,Na-Dene
Itelmen,itl,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan
Kabardian,kbd,Northwest Caucasian,Northwest Caucasian
Kanakuru,kna,West Chadic,Afro-Asiatic
Kwaio,kwd,Oceanic,Austronesian
Lele,lln,East Chadic,Afro-Asiatic
Shuswap,shs,Interior Salish,Salishan
So,teu,Kuliak,Eastern Sudanic
Temne,tem,Mel,Niger-Congo
Catalan,cat,Romance,Indo-European
Fulfulde (Nigerian),fuv,Peul-Serer,Niger-Congo
Luiseño,lui,California Uto-Aztecan,Uto-Aztecan
Nasioi,nas,East Bougainville,East Bougainville
Portuguese,por,Romance,Indo-European
Siuslaw,sis,Siuslawan,Oregon Coast
Chrau,crw,Bahnaric,Austro-Asiatic
Estonian,est,Finnic,Uralic
Gaelic (Scots),gla,Celtic,Indo-European
Guugu Yimidhirr,kky,Northern Pama-Nyungan,Pama-Nyungan
Hopi,hop,Hopi,Uto-Aztecan
Miskito,miq,Misumalpan,Misumalpan
Mumuye,mzm,Mumuye-Yandang,Niger-Congo
Tacana,tna,Tacanan,Tacanan
Tera,ttr,Biu-Mandara,Afro-Asiatic
West Makian,mqs,North Halmaheran,West Papuan
Wiyot,wiy,Wiyot,Algic
Abun,kgr,North-Central Bird's Head,West Papuan
Babungo,bav,Bantoid,Niger-Congo
Bororo,bor,Bororoan,Bororoan
Djapu,duj,Western Pama-Nyungan,Pama-Nyungan
Doyayo,dow,Samba-Duru,Niger-Congo
Kurdish (Central),ckb,Iranian,Indo-European
Lenakel,tnl,Oceanic,Austronesian
Mam,mam,Mayan,Mayan
Nicobarese (Car),caq,Nicobarese,Austro-Asiatic
Qawasqar,alc,Alacalufan,Alacalufan
Tetun,tet,Central Malayo-Polynesian,Austronesian
Tidore,tvo,North Halmaheran,West Papuan
Yagaria,ygr,Eastern Highlands,Trans-New Guinea
Arabic (Gulf),afb,Semitic,Afro-Asiatic
Cubeo,cub,Tucanoan,Tucanoan
Dagur,dta,Mongolic,Altaic
Huastec,hus,Mayan,Mayan
Ik,ikx,Kuliak,Eastern Sudanic
Nung (in Vietnam),nut,Kam-Tai,Tai-Kadai
Páez,pbb,Páezan,Páezan
Sedang,sed,Bahnaric,Austro-Asiatic
Arawak,arw,Caribbean Arawakan,Arawakan
Goajiro,guc,Caribbean Arawakan,Arawakan
Ojibwa (Eastern),ojg,Algonquian,Algic
Ojibwa (Eastern),otw,Algonquian,Algic
Mupun,sur,West Chadic,Afro-Asiatic
Ngalakan,nig,Ngalakan,Gunwinyguan
Serbian-Croatian,bos,Slavic,Indo-European
Serbian-Croatian,hrv,Slavic,Indo-European
Serbian-Croatian,srp,Slavic,Indo-European
Tinrin,cir,Oceanic,Austronesian
Archi,aqc,Lezgic,Nakh-Daghestanian
